time,_dt,strain_zx_interface,stress_xx_interface,stress_xy_interface,stress_yy_interface,stress_yz_interface,stress_zx_interface,stress_zz_interface
0.97,0,0,0,0,0,0,0,0
0.98,0.01,-8.1185859140601e-08,-5.0022932133608,-3.2166173449506e-05,-5.0000037121828,-0.00074388884942182,-0.00027863581885295,-4.9992988793795
0.99,0.01,-8.1883440083086e-08,-5.4563276629074,-2.9761884104992e-06,-5.4117701512779,-2.1947928326413e-05,-0.00024538088815497,-4.9999565611181
1,0.01,-7.5286210980786e-08,-5.6497581202344,-3.431582623748e-05,-5.589645369669,6.1690638725157e-06,0.017399995339984,-5.0000057933726
1.01,0.01,4.359192650866e-08,-5.733245775805,-0.0014767487619346,-5.6741094953433,7.7030492536634e-05,0.36657004205008,-4.999996213916
1.02,0.01,6.5501345136132e-07,-5.7047367026771,-0.0034239112685783,-5.6605357855082,2.4562174679344e-05,1.7368847018151,-5.0000288280052
1.03,0.01,1.3632567914039e-05,-5.2990356056674,-0.030458888886533,-5.2694768309079,3.080626289386e-05,3.9609551120557,-4.9999368416574
1.04,0.01,0.00012423400290217,-5.0371032594292,-0.002442629085753,-5.0185812198131,1.9187749255869e-05,5.3542996107926,-5.000051223588
1.05,0.01,0.00031290526406728,-5.0477586808266,-0.0012814303867333,-5.0102396175535,-1.6462345157344e-05,6.2633443520652,-4.999936661649
1.06,0.01,0.00055993845316731,-5.0333285526052,0.00012268382356736,-5.011591202917,3.8561819953081e-05,6.6810588162021,-5.000036326385
1.07,0.01,0.00082123226244662,-5.0282287130501,-0.0010913079903997,-5.0112760851696,-4.9288055754987e-05,6.9402732788655,-4.9998839555175
1.08,0.01,0.001056068068781,-5.0356381102316,-0.00075424104991719,-5.0140117960078,5.1782003131633e-05,7.2754365863526,-5.0002161205982
1.09,0.01,0.0012489999958255,-5.0468850476606,0.00064829886706634,-5.0171245917215,-8.7052600580428e-05,7.6077673704227,-4.9997801501861
1.1,0.01,0.0013878873826406,-5.0549659190708,-0.0017982239600626,-5.0249604518026,0.00011038025647872,7.7436082577675,-5.0001815000201
1.11,0.01,0.0014703681432687,-5.0657447870969,-0.0012806207490477,-5.0382378647832,-8.0888116066796e-05,7.4555629002917,-4.9996789495944
1.12,0.01,0.0014742521933496,-5.1741797781235,0.04017866495376,-5.1610154528804,-1.7940708780344e-05,6.7244797610257,-5.0002212787674
1.13,0.01,0.0014734434478222,-5.1177786852854,0.086630890757747,-5.2326569741462,-0.00018454464890908,4.0452933626891,-4.9997239738732
1.14,0.01,0.0014648392779058,-4.9511441561008,-0.048625385101482,-5.2185127481352,0.00012527955627257,-0.44814549611979,-5.0003440982059
1.15,0.01,0.0013058009230798,-5.1229016713863,0.0021863687554217,-5.0125218567929,-6.0296756219973e-05,-3.7730771985724,-4.9996786312364
1.16,0.01,0.0010668344461208,-5.1682230920208,0.006350171251901,-5.0036075470838,-6.0174093345838e-05,-7.6021891229037,-5.0004782754907
1.17,0.01,0.00074705766869742,-5.2150870710198,0.0020839910033876,-5.0335731688244,8.0256203130874e-05,-11.69135759678,-4.999447667877
1.18,0.01,0.00023124238076566,-5.164095423346,0.0030624101732164,-5.0477850103709,-0.00016453442716902,-14.193290124813,-5.0004326262178
1.19,0.01,-0.00042827187907491,-5.1303859656692,0.0022616009992405,-5.0480944768961,0.00025486490307255,-15.277697778334,-4.9995097251479
1.2,0.01,-0.0011074476837321,-5.1422377352395,0.0010216836438914,-5.0519373022863,-0.00035818171385974,-16.466095023784,-5.0004712874048
1.21,0.01,-0.0017404411316747,-5.1730437631473,0.00016449642590115,-5.0610711821216,0.00048165896654735,-18.116542510235,-4.9995361233963
1.22,0.01,-0.0023207957829096,-5.2271642160216,0.0019454341580053,-5.0785614405399,-0.00058771345024807,-19.926750291623,-5.0004490036656
1.23,0.01,-0.0028657668727111,-5.224484909215,0.0011537068319591,-5.0900979082453,0.00068398129418107,-21.0157481352,-4.9995189410177
1.24,0.01,-0.0034513631780913,-5.1296436170344,0.0017648932356248,-5.0862689711294,-0.00080637918663531,-20.02370958442,-5.0004417322714
1.25,0.01,-0.0040332043516489,-5.0282666213204,-0.00072378940459326,-5.0576083689364,0.00086572308920596,-16.883875998223,-4.9996735354306
1.26,0.01,-0.0043697106293897,-5.0736038519049,0.0032261995463258,-5.0553168989789,-0.00092895993581603,-14.755320463968,-5.0001851199264
1.27,0.01,-0.0045079339580931,-5.0657268908024,-0.0061576025875451,-5.0959961233472,0.0010501520416841,-12.699289267124,-5.0000027253389
1.28,0.01,-0.0045391954251662,-5.8685466837708,-0.027262847605891,-5.2730065208432,-0.001014723853552,-8.9018604324047,-4.9997340549545
1.29,0.01,-0.0045304046124375,-7.0989555128496,0.090588908473468,-5.9015156048473,0.0012612803401993,-1.8749994781939,-5.0005960779437
1.3,0.01,-0.0044494270476411,-6.5346572649949,-0.024488381685368,-5.3047348549318,-0.0011025871616255,6.2313227742482,-4.9992647889751
1.31,0.01,-0.0042642492566152,-5.8044126350173,0.0096122315472425,-4.9149716922757,0.0011925393417236,15.805976159529,-5.0009506985102
1.32,0.01,-0.0038591921310517,-5.7846432221483,-0.0055550895247892,-5.1044327454276,-0.0018317632064264,24.463767373146,-4.9987255840667
1.33,0.01,-0.0030075483704318,-5.4641988013468,-0.011584343260385,-5.1475587013541,0.0012016676627799,28.968808146959,-5.0011903056919
1.34,0.01,-0.0018176736414901,-5.2862372671779,0.00042595029283999,-5.1223882176678,-0.0012336552907595,29.8708713102,-4.9986741146336
