time,_dt,strain_zx_interface,stress_xx_interface,stress_xy_interface,stress_yy_interface,stress_yz_interface,stress_zx_interface,stress_zz_interface
1.75,0.01,0.013075801625824,-5.216391876781,-0.0048285168554826,-5.0906224894202,0.0011369729774253,28.403023749635,-4.99306037
1.76,0.01,0.013385108062632,-5.4516117524981,0.084185989928495,-5.1863791067981,-0.0014260511167279,26.502496723808,-5.0066050295843
1.77,0.01,0.013383774473346,-8.3708809713647,0.1721591725644,-6.9933768895479,0.0018930356746346,19.428327120174,-4.9940223852956
1.78,0.01,0.013340712512451,-9.7681213879175,-0.03264064676083,-6.8040222352103,-0.0023755559734751,5.2632335503721,-5.0054209964988
1.79,0.01,0.013092217394899,-7.6776634323163,-0.061075129304886,-5.6169307614252,0.0024713457138614,-12.819470980939,-4.9952863269786
1.8,0.01,0.012622955401428,-8.2002613386116,-0.061447902127725,-5.3872841421102,-0.0028214155615939,-34.600300343123,-5.0040199733407
1.81,0.01,0.011382360335455,-7.1724047486496,-0.02810441284076,-5.4813618851706,0.0029488298352944,-51.625022548468,-4.9968876684859
1.82,0.01,0.0093067566750438,-6.4327956812054,-0.017380089397687,-5.4484409500909,-0.0030959464842665,-61.476004749343,-5.0022479200444
1.83,0.01,0.0066909172403841,-6.1067070895153,-0.015143302665531,-5.4081968088664,0.0030683309579812,-67.360979201743,-4.9991428058089
1.84,0.01,0.0038157050071727,-5.9521105350787,-0.0070322744880094,-5.4105126539826,-0.0017052028552346,-71.90508728228,-4.9999904293988
1.85,0.01,0.00081125877827562,-5.9857904311077,0.00080299934562615,-5.4110726103455,0.0037376146687084,-75.437358613092,-5.0009280898979
1.86,0.01,-0.001947308879922,-6.2217285327366,-0.0026913040967683,-5.4718714445559,-0.0036466802707167,-81.045089411647,-4.9977147749843
1.87,0.01,-0.0049379689706034,-5.8179072145886,0.0065957635079303,-5.4440671936687,0.0015397735836387,-81.568935714945,-5.0032193914318
1.88,0.01,-0.0085119615972306,-5.1577673746217,-0.003330361410854,-5.2783178307843,-0.0025044328800454,-68.927806559245,-4.9956425135387
1.89,0.01,-0.011791142783869,-4.9747676028694,0.011238009430782,-5.156994152518,0.0024174055736675,-54.605237079213,-5.0051820143549
1.9,0.01,-0.014287041739769,-5.1489218797291,-0.019864275696217,-5.1124772356374,-0.0024150691766852,-44.652743601686,-4.9939142990821
1.91,0.01,-0.015856373175743,-5.3999363957958,0.014538692525288,-5.1806298396487,0.0027300950927678,-39.726666848858,-5.0074206503059
1.92,0.01,-0.016565295532492,-5.4231161344036,0.019860725606351,-5.2592439487355,-0.0026007175443986,-38.290561824982,-4.991849231629
1.93,0.01,-0.016890432196654,-4.687383765025,-0.3255061408449,-5.1821526184578,0.0027197794473689,-33.034649110475,-5.009055508661
1.94,0.01,-0.01694076344133,-7.1701262487748,-0.11288227703769,-5.0820164876373,-0.0023990060259669,-20.166084446602,-4.9901249119537
1.95,0.01,-0.016839824512424,-11.808795878806,0.1163553255952,-8.3657844615151,0.0022887741820229,0.12685132368232,-5.0106355395418
1.96,0.01,-0.016401195184967,-8.1699825280237,0.019838086428725,-5.5890128779973,-0.0021593424548135,22.697998182053,-4.9886508473415
1.97,0.01,-0.015737083586213,-8.6984038127397,0.048869228168447,-5.4473778912289,0.0020174648992641,50.86947172272,-5.0122109948547
1.98,0.01,-0.01394577418732,-7.171779865108,0.029682382991065,-5.4490071891702,-0.002139409245387,69.392020491475,-4.9874730615556
